x, y,
-12170312, 5246246,
-12170559, 5246332,
-12170819, 5246511,
-12171186, 5246279,
-12171463, 5246335,
-12171614, 5246537,
-12171672, 5246702,
-12171774, 5246808,
-12171920, 5246796,
-12171988, 5246666,
-12172078, 5246627,
-12172443, 5246628,
-12172604, 5246596,
-12172669, 5246506,
-12172653, 5246392,
-12172661, 5246175,
-12172859, 5245889,
-12173050, 5245832,
-12173001, 5245686,
-12173329, 5245087,
-12173598, 5244946,
-12173899, 5244884,
-12174177, 5244804,
-12174403, 5244649,
-12174539, 5244589,
-12174777, 5244658,
-12174976, 5244610,
-12175196, 5244702,
-12175347, 5244742,
-12175535, 5244613,
-12175715, 5244424,
-12175805, 5244186,
-12175947, 5244023,
-12176254, 5244000,
-12176696, 5244061,
-12176907, 5244236,
-12176991, 5244388,
-12177299, 5244594,
-12177376, 5244530,
-12177579, 5244592,
-12177882, 5244836,
-12178114, 5244865,
-12178308, 5244920,
-12178533, 5245052,
-12178707, 5245110,
-12178915, 5244978,
-12179040, 5244837,
-12179217, 5244772,
-12179593, 5244801,
-12179735, 5244781,
-12180025, 5244207,
-12180161, 5243860,
-12180283, 5243700,
-12180587, 5243657,
-12180824, 5243582,
-12180902, 5243407,
-12180992, 5243026,
-12181134, 5242863,
-12181400, 5242702,
-12181745, 5242654,
-12182185, 5242694,
-12182682, 5242849,
-12183102, 5243036,
-12183877, 5243070,
-12184990, 5243507,
-12185912, 5244089,
-12186893, 5244247,
-12187732, 5244247,
-12188219, 5244297,
-12188881, 5245153,
-12189167, 5246301,
-12189410, 5246741,
-12189905, 5247265,
-12190115, 5247889,
-12189998, 5248737,
-12190300, 5249170,
-12193070, 5252163,
-12195364, 5254750,
-12196372, 5256331,
-12196491, 5257563,
-12196500, 5258037,
-12195719, 5258862,
-12195871, 5259911,
-12196401, 5260669,
-12197040, 5260935,
-12197343, 5261368,
-12197604, 5262342,
-12197999, 5262583,
-12198135, 5263516,
-12198328, 5264024,
-12198556, 5264349,
-12198985, 5264823,
-12199019, 5265473,
-12199162, 5266048,
-12199247, 5266632,
-12199542, 5267006,
-12199719, 5267398,
-12199736, 5267931,
-12200140, 5268231,
-12200342, 5268797,
-12200318, 5269456,
-12200092, 5269965,
-12199663, 5270324,
-12199445, 5270891,
-12199614, 5271642,
-12199884, 5272258,
-12199943, 5272667,
-12200474, 5273008,
-12200954, 5273833,
-12201333, 5274375,
-12201611, 5274633,
-12201818, 5274862,
-12201906, 5274719,
-12202052, 5274827,
-12202230, 5274814,
-12202421, 5274755,
-12202608, 5274633,
-12202719, 5274381,
-12202796, 5274249,
-12202884, 5274148,
-12203022, 5274077,
-12203145, 5274040,
-12203633, 5273958,
-12203950, 5273970,
-12204316, 5274026,
-12204716, 5273968,
-12204870, 5273869,
-12204915, 5273758,
-12204986, 5273695,
-12205113, 5273465,
-12205139, 5273091,
-12205202, 5272791,
-12205340, 5272638,
-12205392, 5272446,
-12205627, 5272412,
-12205739, 5272263,
-12205858, 5271982,
-12206093, 5271763,
-12206339, 5271436,
-12206532, 5270932,
-12206632, 5270520,
-12206494, 5270302,
-12206546, 5270109,
-12206739, 5269605,
-12207004, 5269223,
-12207030, 5269034,
-12206932, 5268730,
-12207208, 5268611,
-12207574, 5268744,
-12207952, 5268955,
-12208318, 5268717,
-12208530, 5268527,
-12208530, 5268342,
-12208750, 5268205,
-12209415, 5268374,
-12209833, 5268314,
-12210274, 5268409,
-12210965, 5268389,
-12211170, 5267963,
-12211214, 5267718,
-12211371, 5267510,
-12211602, 5267265,
-12211650, 5267047,
-12211776, 5266632,
-12212000, 5266520,
-12212717, 5266496,
-12212836, 5266400,
-12212921, 5266070,
-12212901, 5265755,
-12213625, 5265413,
-12213632, 5265279,
-12213718, 5265135,
-12214184, 5265041,
-12214270, 5264897,
-12214889, 5264754,
-12215202, 5264524,
-12215751, 5264260,
-12216320, 5263595,
-12216883, 5263250,
-12217486, 5262819,
-12218229, 5262605,
-12219590, 5262250,
-12220217, 5262159,
-12220594, 5261999,
-12220895, 5261691,
-12220965, 5261257,
-12221282, 5261238,
-12221551, 5261437,
-12221794, 5261455,
-12222171, 5261294,
-12222634, 5261359,
-12222809, 5261281,
-12223088, 5261003,
-12223394, 5260905,
-12223670, 5260786,
-12224023, 5260470,
-12224466, 5260221,
-12225061, 5260637,
-12225286, 5260716,
-12225624, 5260498,
-12225715, 5260345,
-12225934, 5260122,
-12225983, 5259953,
-12225986, 5259673,
-12225937, 5259342,
-12225949, 5259223,
-12226123, 5259198,
-12226190, 5259144,
-12226195, 5258982,
-12226112, 5258817,
-12226088, 5258556,
-12226085, 5258233,
-12226197, 5257894,
-12226371, 5257766,
-12226597, 5257792,
-12226936, 5257875,
-12227238, 5257816,
-12227389, 5257632,
-12227960, 5257285,
-12228045, 5257155,
-12228067, 5256608,
-12228161, 5256242,
-12228163, 5255654,
-12228036, 5254997,
-12227998, 5254238,
-12227831, 5252706,
-12227802, 5252313,
-12228079, 5251583,
-12228713, 5250859,
-12228900, 5250524,
-12229422, 5249949,
-12229811, 5249877,
-12230195, 5249865,
-12230493, 5249778,
-12230668, 5249664,
-12230989, 5249529,
-12231181, 5249325,
-12231700, 5249132,
-12231926, 5249158,
-12232312, 5249263,
-12232709, 5249440,
-12233200, 5249559,
-12233567, 5249535,
-12234225, 5249278,
-12234370, 5249154,
-12234546, 5249143,
-12234699, 5249076,
-12235083, 5248771,
-12235207, 5248727,
-12235335, 5248572,
-12235558, 5248378,
-12235917, 5248105,
-12236173, 5247833,
-12236600, 5247125,
-12236752, 5246750,
-12236886, 5246555,
-12237137, 5246254,
-12237270, 5245955,
-12237279, 5245616,
-12237342, 5245446,
-12237509, 5245275,
-12237686, 5244970,
-12237722, 5244715,
-12237804, 5244468,
-12238074, 5244194,
-12238301, 5244131,
-12238819, 5244129,
-12239131, 5243937,
-12239501, 5243838,
-12239832, 5243775,
-12240041, 5243686,
-12240188, 5243576,
-12240765, 5243580,
-12241137, 5243789,
-12241764, 5244020,
-12242138, 5244244,
-12242331, 5244245,
-12242712, 5244344,
-12242864, 5244342,
-12242994, 5244290,
-12243070, 5244239,
-12243125, 5244179,
-12243114, 5243939,
-12243059, 5243771,
-12242785, 5243225,
-12242705, 5242987,
-12242615, 5242090,
-12242595, 5241653,
-12242534, 5241251,
-12242423, 5240901,
-12242392, 5240597,
-12242455, 5240222,
-12242645, 5239812,
-12242945, 5239739,
-12243398, 5239702,
-12243741, 5239622,
-12244069, 5239442,
-12244598, 5239115,
-12245146, 5238623,
-12245359, 5238563,
-12245742, 5238551,
-12245909, 5238482,
-12246303, 5238248,
-12246704, 5238057,
-12247226, 5237892,
-12247679, 5237855,
-12248063, 5237945,
-12248387, 5238132,
-12248655, 5238239,
-12248943, 5238387,
-12249240, 5238490,
-12249414, 5238464,
-12249626, 5238404,
-12250072, 5238514,
-12250320, 5238492,
-12250486, 5238511,
-12250686, 5238658,
-12250999, 5238773,
-12251271, 5238806,
-12251474, 5238981,
-12251759, 5239101,
-12252072, 5239113,
-12252221, 5239223,
-12252483, 5239287,
-12252545, 5239348,
-12252953, 5239357,
-12253033, 5239325,
-12253174, 5239211,
-12253215, 5239053,
-12253158, 5238777,
-12253131, 5238697,
-12252879, 5238337,
-12252776, 5237856,
-12252831, 5237461,
-12252903, 5236577,
-12252711, 5236118,
-12252462, 5235687,
-12252147, 5235368,
-12251986, 5235250,
-12251650, 5234791,
-12251316, 5234069,
-12251190, 5233641,
-12251245, 5233186,
-12251290, 5232529,
-12250787, 5231365,
-12250751, 5231126,
-12250994, 5230156,
-12250987, 5229833,
-12251007, 5229424,
-12251315, 5228607,
-12251566, 5227555,
-12251677, 5227336,
-12251867, 5227105,
-12252318, 5226835,
-12252498, 5226666,
-12252610, 5226325,
-12253108, 5225683,
-12253279, 5225191,
-12253246, 5224973,
-12253159, 5224661,
-12253093, 5224225,
-12253068, 5223924,
-12253104, 5223756,
-12253411, 5223346,
-12253726, 5222853,
-12254445, 5222057,
-12254599, 5221851,
-12254552, 5221270,
-12254853, 5220820,
-12255057, 5220546,
-12255092, 5220237,
-12254947, 5219954,
-12255058, 5219735,
-12255248, 5219504,
-12255775, 5219467,
-12256476, 5219505,
-12257436, 5219626,
-12258054, 5219920,
-12258560, 5220291,
-12259007, 5220671,
-12259526, 5220858,
-12259931, 5220960,
-12260273, 5221193,
-12260715, 5221269,
-12261175, 5221607,
-12261232, 5221984,
-12261389, 5222204,
-12261459, 5222396,
-12261771, 5222837,
-12261844, 5223014,
-12262049, 5223181,
-12262209, 5223563,
-12262490, 5224069,
-12262608, 5224173,
-12263377, 5224242,
-12263767, 5224387,
-12264167, 5224591,
-12264840, 5224978,
-12265214, 5225145,
-12265666, 5225159,
-12266042, 5225205,
-12266490, 5225320,
-12266849, 5225389,
-12267291, 5225607,
-12268211, 5225997,
-12268678, 5225968,
-12269172, 5226118,
-12269866, 5226237,
-12270114, 5226119,
-12270843, 5225523,
-12271331, 5225227,
-12271873, 5225024,
-12272314, 5224958,
-12272684, 5224964,
-12272845, 5225081,
-12272841, 5225326,
-12272739, 5225463,
-12272505, 5225538,
-12272354, 5225622,
-12272278, 5225796,
-12272176, 5225933,
-12271951, 5226068,
-12271657, 5226294,
-12271640, 5226581,
-12271804, 5226719,
-12272191, 5226702,
-12272582, 5226582,
-12273390, 5226238,
-12273628, 5225918,
-12273858, 5225681,
-12274651, 5225501,
-12275039, 5225362,
-12275356, 5225294,
-12275571, 5225221,
-12275853, 5225057,
-12276110, 5224998,
-12276451, 5224947,
-12277441, 5225123,
-12277978, 5225022,
-12278174, 5224830,
-12278340, 5224583,
-12278482, 5224764,
-12278592, 5224950,
-12278758, 5224966,
-12279066, 5225102,
-12279378, 5225665,
-12279478, 5226055,
-12279458, 5226322,
-12279482, 5226745,
-12279550, 5227060,
-12279697, 5227484,
-12279886, 5228451,
-12280147, 5229082,
-12280386, 5229574,
-12280554, 5229732,
-12280799, 5229857,
-12281170, 5230004,
-12281499, 5230280,
-12281644, 5231091,
-12281742, 5231462,
-12281860, 5231830,
-12282180, 5232452,
-12282311, 5232900,
-12282359, 5233218,
-12282552, 5233941,
-12282809, 5234146,
-12282980, 5234323,
-12283031, 5234519,
-12283218, 5234673,
-12283489, 5234836,
-12283879, 5234838,
-12284303, 5234794,
-12284820, 5234489,
-12284986, 5234182,
-12285080, 5234056,
-12285494, 5233346,
-12285323, 5232660,
-12285427, 5232061,
-12285943, 5231213,
-12286136, 5230827,
-12286464, 5230385,
-12286708, 5230098,
-12286700, 5229813,
-12286641, 5229430,
-12286241, 5229169,
-12285889, 5229222,
-12285591, 5229160,
-12285464, 5229036,
-12285351, 5228768,
-12285327, 5228379,
-12285258, 5227926,
-12285258, 5227462,
-12285407, 5227261,
-12286006, 5226707,
-12286134, 5226366,
-12286043, 5225774,
-12285808, 5225417,
-12285284, 5224818,
-12284866, 5224203,
-12284358, 5223709,
-12283146, 5223321,
-12282174, 5222148,
-12281908, 5221582,
-12281771, 5220926,
-12281689, 5220154,
-12282222, 5219646,
-12282350, 5219306,
-12282232, 5219003,
-12282021, 5218571,
-12281517, 5217863,
-12280854, 5216822,
-12280652, 5216211,
-12280798, 5215049,
-12280937, 5214316,
-12281427, 5213992,
-12282020, 5213404,
-12282037, 5213046,
-12282522, 5212225,
-12282591, 5211502,
-12282844, 5211037,
-12282766, 5210764,
-12282777, 5210370,
-12282673, 5209923,
-12282830, 5209543,
-12282777, 5209195,
-12282515, 5208665,
-12282684, 5208355,
-12282625, 5207972,
-12282677, 5207608,
-12282902, 5206969,
-12283254, 5206453,
-12283870, 5206254,
-12284322, 5206150,
-12284525, 5205835,
-12284720, 5205236,
-12285291, 5204509,
-12285768, 5203868,
-12285722, 5203341,
-12285828, 5202862,
-12286045, 5202403,
-12286478, 5201946,
-12286485, 5201839,
-12286767, 5201589,
-12287473, 5201130,
-12287879, 5200739,
-12288376, 5200225,
-12288976, 5199651,
-12289241, 5199221,
-12289474, 5198565,
-12289496, 5198276,
-12289325, 5197885,
-12289052, 5197553,
-12288882, 5197315,
-12288807, 5196974,
-12288809, 5196557,
-12288982, 5196092,
-12289192, 5195730,
-12289653, 5195265,
-12289840, 5195040,
-12289976, 5194948,
-12290142, 5194781,
-12290266, 5194552,
-12290278, 5194287,
-12290051, 5193848,
-12296720, 5187226,
-12297701, 5186864,
-12297985, 5186667,
-12298770, 5186279,
-12299901, 5185206,
-12301229, 5184035,
-12302509, 5182423,
-12303444, 5181349,
-12304916, 5180278,
-12306190, 5179794,
-12307706, 5179606,
-12309516, 5179272,
-12312106, 5179235,
-12313474, 5179290,
-12314647, 5179296,
-12316797, 5179501,
-12318946, 5179804,
-12320949, 5180204,
-12322854, 5180457,
-12324757, 5181444,
-12326122, 5182528,
-12327146, 5183366,
-12327682, 5184251,
-12328267, 5184743,
-12328415, 5184923,
-12331207, 5185304,
-12340437, 5181295,
-12341134, 5181092,
-12342552, 5180947,
-12343775, 5180459,
-12344899, 5180068,
-12345437, 5180068,
-12345599, 5179928,
-12351878, 5178883,
-12352238, 5179047,
-12352610, 5179241,
-12352809, 5179421,
-12352965, 5179860,
-12352983, 5180237,
-12353044, 5180354,
-12353661, 5180423,
-12354661, 5180266,
-12354753, 5179978,
-12355523, 5180338,
-12357067, 5180666,
-12358144, 5180782,
-12359239, 5180705,
-12360513, 5180551,
-12361498, 5180395,
-12361867, 5180321,
-12361858, 5188786,
-12362534, 5189005,
-12363438, 5189037,
-12365028, 5188864,
-12366064, 5188330,
-12366644, 5187897,
-12368426, 5185228,
-12368793, 5184331,
-12370320, 5182564,
-12371041, 5182191,
-12371577, 5182063,
-12372367, 5182179,
-12373680, 5183588,
-12374101, 5184624,
-12374063, 5185873,
-12373670, 5187566,
-12373639, 5188589,
-12373943, 5189737,
-12375484, 5191153,
-12377280, 5191668,
-12379021, 5194002,
-12380158, 5195893,
-12379733, 5196643,
-12379265, 5200840,
-12379720, 5204501,
-12380150, 5205622,
-12381453, 5206306,
-12384239, 5208979,
-12386061, 5210797,
-12387350, 5212725,
-12387899, 5217016,
-12388119, 5218948,
-12388662, 5221094,
-12389312, 5223455,
-12390175, 5225278,
-12391574, 5227423,
-12391584, 5229895,
-12391491, 5233874,
-12392246, 5235054,
-12393964, 5235908,
-12397615, 5237506,
-12401817, 5241899,
-12402691, 5245232,
-12404848, 5247482,
-12406785, 5248442,
-12408619, 5250155,
-12410454, 5251976,
-12411967, 5253692,
-12412946, 5255841,
-12413171, 5257457,
-12413179, 5258880,
-12413382, 5259487,
-12413863, 5261313,
-12413981, 5262600,
-12416284, 5270237,
-12416752, 5274038,
-12416831, 5275303,
-12416322, 5277239,
-12415716, 5278484,
-12414912, 5279626,
-12414045, 5281076,
-12412233, 5284583,
-12412824, 5288049,
-12413710, 5291963,
-12413801, 5294058,
-12413532, 5295545,
-12412537, 5298392,
-12412065, 5298837,
-12409859, 5299922,
-12407494, 5302498,
-12407017, 5303173,
-12406755, 5304317,
-12406869, 5304672,
-12406867, 5304827,
-12406958, 5305244,
-12407235, 5305640,
-12410182, 5308798,
-12410697, 5310888,
-12410438, 5311916,
-12412237, 5313239,
-12415220, 5314740,
-12416641, 5315791,
-12417778, 5316170,
-12419008, 5317359,
-12419872, 5319344,
-12420503, 5325709,
-12420707, 5326638,
-12422265, 5328529,
-12424418, 5329632,
-12425207, 5330231,
-12427503, 5332447,
-12428226, 5333436,
-12428441, 5334019,
-12428794, 5334478,
-12428993, 5334843,
-12430509, 5338469,
-12432612, 5341647,
-12434132, 5345160,
-12434759, 5347606,
-12438008, 5351166,
-12438180, 5353486,
-12439056, 5355247,
-12439465, 5357342,
-12439281, 5360001,
-12438800, 5360798,
-12438652, 5362068,
-12439072, 5363703,
-12439852, 5364767,
-12441092, 5365959,
-12441641, 5367016,
-12441612, 5368176,
-12441137, 5368743,
-12440880, 5369779,
-12440859, 5370589,
-12441701, 5373860,
-12441680, 5374672,
-12441422, 5375710,
-12439987, 5377643,
-12438093, 5379449,
-12437509, 5379664,
-12436327, 5380676,
-12436302, 5381604,
-12436884, 5385917,
-12437126, 5387909,
-12437674, 5391168,
-12437352, 5399181,
-12437769, 5400938,
-12438661, 5402242,
-12439098, 5403302,
-12439349, 5404374,
-12439579, 5405664,
-12439240, 5406797,
-12438999, 5407140,
-12438176, 5407598,
-12438036, 5407597,
-12435503, 5407858,
-12434204, 5408753,
-12433103, 5410934,
-12432960, 5411979,
-12433042, 5412567,
-12433520, 5412695,
-12436223, 5411372,
-12437622, 5411061,
-12440219, 5409270,
-12441737, 5408845,
-12442200, 5408858,
-12443389, 5409894,
-12444791, 5411839,
-12445668, 5413842,
-12446008, 5414202,
-12447306, 5417966,
-12447371, 5419949,
-12447108, 5423438,
-12447154, 5424024,
-12446851, 5426817,
-12446245, 5427851,
-12444447, 5430020,
-12441955, 5432053,
-12433960, 5439889,
-12432988, 5441498,
-12432859, 5441960,
-12432133, 5442992,
-12431395, 5444491,
-12430102, 5449247,
-12429761, 5453216,
-12429855, 5453572,
-12430070, 5454745,
-12430499, 5456046,
-12430944, 5456877,
-12432309, 5458087,
-12433118, 5458343,
-12436719, 5458796,
-12438473, 5458611,
-12440228, 5458307,
-12443056, 5457610,
-12447391, 5456406,
-12451624, 5454636,
-12453984, 5453410,
-12454698, 5452843,
-12456350, 5451949,
-12458132, 5450475,
-12459230, 5448397,
-12461178, 5449734,
-12465110, 5450885,
-12469589, 5453685,
-12471554, 5454319,
-12474106, 5454847,
-12475376, 5455346,
-12478056, 5455408,
-12479672, 5456149,
-12481761, 5456432,
-12483259, 5457285,
-12488847, 5457645,
-12490352, 5458146,
-12492560, 5458429,
-12492777, 5459253,
-12492713, 5462413,
-12493126, 5465000,
-12493454, 5466062,
-12495390, 5468447,
-12495612, 5469037,
-12496404, 5470227,
-12496621, 5471051,
-12496043, 5476552,
-12495291, 5479116,
-12494350, 5485200,
-12494913, 5486268,
-12495714, 5487108,
-12496758, 5487025,
-12498860, 5491581,
-12498877, 5492654,
-12506111, 5499333,
-12506951, 5502851,
-12506681, 5503536,
-12506616, 5504146,
-12506247, 5505079,
-12507515, 5505212,
-12508410, 5508959,
-12509207, 5513961,
-12509951, 5515740,
-12512493, 5518206,
-12512499, 5518322,
-12513635, 5518746,
-12514928, 5519655,
-12517272, 5520896,
-12519817, 5523648,
-12520856, 5526485,
-12521205, 5529744,
-12520842, 5532201,
-12519862, 5535894,
-12518860, 5538422,
-12516926, 5540909,
-12515635, 5543618,
-12514461, 5546442,
-12513071, 5550265,
-12512878, 5550739,
-12512712, 5551962,
-12512817, 5558079,
-12512606, 5566728,
-12511262, 5572159,
-12508095, 5576180,
-12503150, 5581675,
-12502512, 5586740,
-12507472, 5592801,
-12505341, 5594643,
-12504266, 5595023,
-12504313, 5597914,
-12501477, 5600854,
-12499337, 5602335,
-12497523, 5601640,
-12496442, 5601657,
-12493542, 5600616,
-12492832, 5601351,
-12492132, 5602808,
-12492154, 5604255,
-12492902, 5606054,
-12493662, 5608576,
-12493695, 5610748,
-12492984, 5611483,
-12491180, 5611510,
-12491201, 5612959,
-12491589, 5614764,
-12490527, 5616229,
-12490549, 5617679,
-12491643, 5618387,
-12493087, 5618365,
-12494176, 5618711,
-12496744, 5621209,
-12499272, 5621169,
-12502151, 5620398,
-12503206, 5621570,
-12505192, 5621577,
-12505227, 5623681,
-12507660, 5625746,
-12513238, 5634723,
-12515620, 5646671,
-12515954, 5665590,
-12513431, 5687521,
-12506014, 5701171,
-12500471, 5707848,
-12497617, 5711921,
-12487109, 5717210,
-12480887, 5716200,
-12475064, 5717745,
-12471601, 5720128,
-12470588, 5721254,
-12468999, 5722812,
-12464409, 5729789,
-12455866, 5733736,
-12454297, 5734302,
-12446074, 5740465,
-12441400, 5744865,
-12441401, 5744768,
-12438009, 5747973,
-12437662, 5747646,
-12437262, 5747621,
-12436389, 5747644,
-12435990, 5747765,
-12434944, 5747952,
-12434645, 5748155,
-12434428, 5748448,
-12434283, 5748704,
-12434202, 5748923,
-12434031, 5749243,
-12433841, 5749426,
-12433723, 5749719,
-12433670, 5749948,
-12433535, 5750277,
-12433345, 5750561,
-12432882, 5750864,
-12432737, 5751075,
-12432692, 5751294,
-12432521, 5751715,
-12432467, 5751934,
-12432277, 5752127,
-12432077, 5752173,
-12431776, 5752084,
-12431403, 5752095,
-12430368, 5752701,
-12430187, 5752912,
-12430206, 5753122,
-12430370, 5753267,
-12430561, 5753358,
-12430790, 5753531,
-12430572, 5753705,
-12430308, 5753724,
-12429917, 5753826,
-12429717, 5753918,
-12429563, 5754166,
-12429437, 5754385,
-12429492, 5754705,
-12429621, 5754960,
-12429603, 5755179,
-12429358, 5755454,
-12429085, 5755428,
-12428858, 5755511,
-12428868, 5755830,
-12429061, 5756268,
-12428843, 5756662,
-12428479, 5756490,
-12428068, 5756108,
-12427776, 5756027,
-12427613, 5756137,
-12427632, 5756484,
-12427742, 5756703,
-12427843, 5756958,
-12427798, 5757233,
-12427545, 5757654,
-12427509, 5758047,
-12427119, 5758414,
-12426763, 5758050,
-12426453, 5758087,
-12426391, 5758453,
-12426000, 5758756,
-12425864, 5758921,
-12425692, 5759214,
-12425547, 5759544,
-12425384, 5759755,
-12424938, 5759948,
-12424721, 5760323,
-12424631, 5760598,
-12424495, 5760818,
-12424413, 5761129,
-12424387, 5761357,
-12424278, 5761695,
-12424243, 5761933,
-12424089, 5762491,
-12423972, 5762730,
-12423799, 5762913,
-12423045, 5763564,
-12422900, 5763867,
-12422663, 5764087,
-12422335, 5764097,
-12422144, 5763979,
-12422025, 5763779,
-12421878, 5763469,
-12421677, 5763241,
-12421458, 5763232,
-12421240, 5763389,
-12421177, 5763691,
-12420895, 5763956,
-12420805, 5764231,
-12420632, 5764424,
-12420003, 5763987,
-12419802, 5763932,
-12419547, 5763980,
-12419237, 5764136,
-12418965, 5764511,
-12419257, 5764675,
-12419185, 5765141,
-12418921, 5765325,
-12418712, 5765280,
-12418420, 5765089,
-12418183, 5765126,
-12417937, 5765346,
-12417920, 5765639,
-12417610, 5765905,
-12417000, 5766218,
-12416938, 5767032,
-12416893, 5767223,
-12416675, 5767371,
-12416483, 5767280,
-12416382, 5767070,
-12416209, 5766979,
-12416009, 5767034,
-12415890, 5767236,
-12415937, 5767820,
-12415664, 5768123,
-12415473, 5768261,
-12415145, 5768253,
-12414863, 5768665,
-12414653, 5768565,
-12414417, 5769142,
-12414317, 5769435,
-12414144, 5769600,
-12413944, 5769491,
-12413989, 5769299,
-12413973, 5768953,
-12413551, 5768980,
-12413396, 5768852,
-12413110, 5768847,
-12412676, 5769458,
-12412458, 5769613,
-12412002, 5769816,
-12411838, 5769990,
-12411593, 5770421,
-12411265, 5770668,
-12410664, 5771182,
-12410226, 5771604,
-12410090, 5771869,
-12409963, 5772062,
-12409799, 5772172,
-12409507, 5772291,
-12409061, 5772649,
-12408915, 5772842,
-12408787, 5773071,
-12408278, 5774298,
-12408151, 5774902,
-12408170, 5775598,
-12408152, 5775808,
-12408189, 5776184,
-12408207, 5776797,
-12408290, 5777181,
-12408436, 5777556,
-12408209, 5777950,
-12408191, 5778261,
-12408073, 5778984,
-12407955, 5779498,
-12407827, 5779782,
-12407435, 5780075,
-12407179, 5780094,
-12406960, 5780058,
-12406559, 5779912,
-12406394, 5779794,
-12406147, 5779327,
-12406019, 5779172,
-12405800, 5779035,
-12405517, 5778999,
-12405180, 5779146,
-12403993, 5779386,
-12403628, 5779505,
-12403391, 5779607,
-12402944, 5779836,
-12402835, 5780037,
-12402771, 5780276,
-12402960, 5780604,
-12403074, 5780878,
-12403353, 5781212,
-12403669, 5781638,
-12403737, 5781858,
-12403575, 5782061,
-12403432, 5782284,
-12403618, 5782510,
-12404200, 5782950,
-12404397, 5783296,
-12404363, 5783498,
-12404174, 5783657,
-12403905, 5783981,
-12403718, 5784360,
-12403642, 5784746,
-12403521, 5785216,
-12403506, 5785454,
-12403568, 5785939,
-12403671, 5786112,
-12403824, 5786613,
-12403851, 5787209,
-12403668, 5788459,
-12403673, 5788790,
-12403598, 5789267,
-12403608, 5789918,
-12403565, 5790148,
-12403413, 5790399,
-12403290, 5790693,
-12403040, 5791146,
-12402926, 5791414,
-12402575, 5791851,
-12402201, 5792535,
-12401822, 5793495,
-12401598, 5793847,
-12401336, 5794062,
-12400908, 5794169,
-12400573, 5794394,
-12400236, 5794473,
-12400157, 5794767,
-12400124, 5795016,
-12400341, 5796086,
-12400623, 5796660,
-12400645, 5796871,
-12400484, 5797140,
-12400313, 5797353,
-12400112, 5797384,
-12399538, 5796906,
-12399209, 5796929,
-12399139, 5797122,
-12398950, 5797309,
-12398735, 5797633,
-12398686, 5798102,
-12398369, 5798345,
-12398050, 5798423,
-12397502, 5798486,
-12397303, 5798627,
-12396784, 5798826,
-12396376, 5799089,
-12395976, 5799232,
-12395652, 5799641,
-12395388, 5799727,
-12395429, 5802087,
-12395082, 5802120,
-12395083, 5810270,
-12392069, 5810291,
-12391797, 5811289,
-12388081, 5816299,
-12388081, 5816448,
-12387971, 5816446,
-12387389, 5817232,
-12382967, 5820582,
-12378540, 5823560,
-12370781, 5825059,
-12364867, 5825437,
-12358213, 5825812,
-12353776, 5828408,
-12346747, 5831372,
-12339344, 5833588,
-12331197, 5835796,
-12323790, 5837257,
-12315266, 5839449,
-12310442, 5841036
